CustomerID,CityTier,NumberOfDeviceRegistered,NumberOfAddress,OrderAmountHikeFromlastYear,Tenure_log,Dormancy_Shock,Recency_Tenure_Ratio,MonthlyOrderFreq,IssueIndex,Satisfaction_Per_Order,Silent_Killer,CashbackPerOrder,Promo_Sensitivity,Stagnant_Loyal,ManyAddressesFlag,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,Gender_Male,Churn_Actual,Churn_Prob,Churn_Pred,RiskLevel,CustomerGrade
C0392,1,4,3,19.0,2.995732273553991,4.400000000000001,0.6315789473684211,0.5263157894736843,0,0.45454545454545453,0,16.099999999999998,0.5454545454545454,0,1,0,0,0,0,0,0,0,1,0,1,0,0.01,0,안전,Platinum
C0082,3,4,4,15.0,3.1354942159291497,2.1333333333333333,0.36363636363636365,0.3181818181818182,0,0.125,1,20.68875,0.875,0,1,1,0,0,1,0,0,0,1,0,0,0,0.0025,0,안전,Platinum
,1,4,3,13.0,1.0986122886681098,5.3999999999999995,4.499999999999999,0.9999999999999998,0,1.6666666666666667,0,56.86000000000001,0.3333333333333333,0,1,1,0,0,1,0,0,0,1,0,1,0,0.001,0,안전,Platinum
,3,5,4,12.0,2.995732273553991,2.0740740740740744,0.36842105263157904,0.36842105263157904,1,0.5,0,30.0,0.375,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0098,0,안전,Platinum
,1,3,2,11.0,1.6094379124341003,1.0000000000000002,0.7500000000000002,0.25000000000000006,0,0.5,1,60.22,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0494,0,안전,Platinum
,1,3,1,14.0,2.1972245773362196,0.5454545454545453,0.24999999999999994,0.24999999999999994,1,1.0,0,45.02,0.3333333333333333,0,0,0,1,0,0,1,0,0,0,0,1,0,0.008,0,안전,Platinum
,1,3,3,18.0,2.3978952727983707,0.6666666666666665,0.19999999999999996,0.3999999999999999,1,0.4,0,47.205999999999996,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0227,0,안전,Platinum
,1,4,11,13.0,2.9444389791664403,0.7272727272727274,0.22222222222222227,0.1666666666666667,0,1.0,0,46.0825,0.5,0,1,1,0,0,1,0,0,0,0,1,1,0,0.0028,0,안전,Platinum
,1,3,2,13.0,0.0,2.727272727272727,30.0,30.0,1,1.25,0,36.8525,0.25,0,0,0,0,0,1,0,0,0,1,0,1,0,0.2295,0,관심,Gold
,1,3,1,17.0,2.772588722239781,3.3793103448275867,0.46666666666666673,0.8666666666666668,0,0.35714285714285715,0,17.142857142857142,0.21428571428571427,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0009,0,안전,Platinum
,1,3,4,14.0,2.70805020110221,0.0,0.0,0.07142857142857142,0,2.5,0,60.09,0.5,0,1,1,0,0,0,1,0,0,0,1,1,1,0.9018,1,위험,Risk
,3,3,8,11.0,3.044522437723423,0.0,0.0,0.05,0,2.0,0,74.89,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0059,0,안전,Platinum
,1,3,1,17.0,2.0794415416798357,0.8888888888888891,0.5714285714285716,0.1428571428571429,0,1.0,1,88.78,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0023,0,안전,Platinum
,1,3,5,18.0,2.3978952727983707,0.33333333333333326,0.19999999999999996,0.09999999999999998,0,1.5,0,68.145,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.0013,0,안전,Platinum
,1,3,8,15.0,2.3978952727983707,0.49999999999999994,0.29999999999999993,0.09999999999999998,1,1.5,0,64.98,0.5,0,1,0,1,0,0,1,0,0,1,0,1,0,0.3837,0,관심,Gold
,1,4,4,15.0,1.9459101490553132,2.6666666666666665,1.3333333333333335,0.33333333333333337,0,1.3333333333333333,0,50.72666666666667,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,1,1,0,0.005,0,안전,Platinum
,1,4,5,17.0,2.833213344056216,0.4736842105263158,0.1875,0.125,0,1.6666666666666667,0,50.25333333333333,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0076,0,안전,Platinum
C0361,1,5,2,18.0,1.3862943611198906,1.7142857142857142,1.0,1.0,0,0.25,1,41.2075,0.5,0,0,1,0,0,0,0,1,0,0,1,1,0,0.0077,0,안전,Platinum
C1057,1,4,5,17.0,2.302585092994046,1.25,0.5555555555555555,0.22222222222222218,1,1.0,0,62.13999999999999,0.3333333333333333,0,1,1,0,0,1,0,0,0,0,1,0,0,0.0121,0,안전,Platinum
C0893,1,4,4,15.0,3.295836866004329,2.3142857142857145,0.34615384615384615,0.3076923076923077,0,0.1111111111111111,1,26.666666666666668,0.4444444444444444,0,1,1,0,1,0,0,0,0,1,0,1,0,0.0007,0,안전,Platinum
,3,4,5,16.0,0.6931471805599453,2.25,3.0,2.0,0,1.0,0,51.36333333333334,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,0,1,1,0.9536,1,고위험,Risk
,1,3,2,11.0,2.1972245773362196,0.19999999999999996,0.12499999999999997,0.12499999999999997,1,1.5,0,71.245,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0531,0,안전,Platinum
,1,5,3,13.0,1.0986122886681098,2.8571428571428568,1.9999999999999996,1.9999999999999996,0,1.0,0,31.392000000000003,0.4,0,1,1,0,0,0,0,1,0,1,0,1,0,0.0344,0,안전,Platinum
C0949,1,4,6,13.0,2.995732273553991,0.5454545454545455,0.21052631578947373,0.10526315789473686,0,1.0,0,59.663333333333334,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,1,0,0.0046,0,안전,Platinum
,1,2,5,14.0,2.302585092994046,0.9230769230769229,0.33333333333333326,0.33333333333333326,0,0.75,0,37.515,0.75,0,1,1,0,0,0,0,1,0,0,1,0,0,0.0012,0,안전,Platinum
,1,4,2,18.0,1.0986122886681098,4.799999999999999,3.999999999999999,0.9999999999999998,0,1.3333333333333333,0,67.18333333333334,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0014,0,안전,Platinum
,3,4,5,13.0,2.302585092994046,0.3636363636363636,0.22222222222222218,0.11111111111111109,0,2.5,0,78.235,0.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0624,0,안전,Platinum
,1,3,10,16.0,2.6390573296152584,0.0,0.0,0.07692307692307694,0,1.5,0,67.72,0.5,0,1,0,0,0,0,1,0,0,1,0,1,0,0.0182,0,안전,Platinum
,1,5,3,12.0,2.8903717578961645,2.272727272727273,0.5882352941176472,0.23529411764705888,0,0.8,0,48.0,0.4,0,1,1,0,1,0,0,0,0,1,0,1,0,0.0023,0,안전,Platinum
,1,4,2,15.0,0.6931471805599453,4.5,6.0,2.0,0,1.0,0,48.52666666666667,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,1,1,1,0.8519,1,위험,Risk
C1059,1,4,5,22.0,2.302585092994046,1.75,0.7777777777777777,0.22222222222222218,0,1.0,0,75.73666666666666,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,1,1,0,0.0487,0,안전,Platinum
,3,3,2,25.0,2.772588722239781,2.6666666666666665,0.4,0.7333333333333334,0,0.25,0,12.4225,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0126,0,안전,Platinum
,3,3,2,12.0,1.791759469228055,0.0,0.0,0.2,0,2.5,0,64.135,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1669,0,안전,Platinum
,3,3,2,11.0,0.0,1.8181818181818181,20.0,10.0,0,1.5,0,67.235,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.291,0,관심,Gold
,3,2,2,15.0,0.6931471805599453,6.0,8.0,2.0,0,1.0,0,63.333333333333336,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0182,0,안전,Platinum
,1,4,3,20.0,1.3862943611198906,2.0,1.3333333333333333,0.6666666666666666,0,0.3333333333333333,1,71.17666666666666,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,1,0,0.007,0,안전,Platinum
,1,4,8,19.0,3.332204510175204,1.4062500000000002,0.33333333333333337,0.14814814814814817,0,0.4,1,48.0,0.4,0,1,1,0,1,0,0,0,0,0,1,0,0,0.0006,0,안전,Platinum
,1,4,2,15.0,3.367295829986474,0.0,0.0,0.4285714285714285,1,0.3076923076923077,0,18.136153846153846,0.15384615384615385,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0006,0,안전,Platinum
,1,3,2,13.0,1.6094379124341003,1.2857142857142858,0.7500000000000002,0.5000000000000001,1,1.6666666666666667,0,43.550000000000004,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.3925,0,관심,Gold
,1,5,3,14.0,2.1972245773362196,1.0909090909090906,0.4999999999999999,0.24999999999999994,1,0.6666666666666666,0,53.74,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,0,1,0,0.0064,0,안전,Platinum
,1,2,2,18.0,2.1972245773362196,0.27272727272727265,0.12499999999999997,0.24999999999999994,0,1.0,0,50.28333333333333,0.6666666666666666,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0009,0,안전,Platinum
,3,3,6,11.0,0.0,0.0,0.0,10.0,0,2.0,0,78.825,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.9844,1,고위험,Risk
,3,4,2,12.0,2.5649493574615367,1.7142857142857144,0.3333333333333333,0.6666666666666666,0,0.4444444444444444,0,24.915555555555557,0.6666666666666666,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0074,0,안전,Platinum
C0727,1,5,11,14.0,2.5649493574615367,0.2,0.08333333333333333,0.16666666666666666,1,1.0,0,59.60333333333333,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,1,1,1,0.972,1,고위험,Risk
,3,3,2,17.0,2.833213344056216,2.88,0.5,0.5,1,0.1111111111111111,0,19.83,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,1,0,0.007,0,안전,Platinum
C0636,3,4,2,14.0,0.6931471805599453,1.6,2.0,3.0,0,0.5,1,37.25,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0.029,0,안전,VIP
,1,4,6,19.0,3.4339872044851463,0.35294117647058826,0.1,0.1,1,1.25,0,41.8925,0.75,1,1,1,0,0,0,0,1,0,1,0,0,0,0.0011,0,안전,Platinum
,1,3,2,13.0,0.0,7.2727272727272725,80.0,70.0,1,0.25,0,15.857500000000002,0.625,0,0,0,1,0,0,1,0,0,0,1,1,1,0.9986,1,고위험,Risk
,1,4,2,12.0,2.772588722239781,1.4736842105263157,0.46666666666666673,0.2,0,0.75,0,35.83,0.75,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0009,0,안전,Platinum
,1,5,2,21.0,2.1972245773362196,4.285714285714285,1.2499999999999998,0.6249999999999999,0,0.8333333333333334,0,29.738333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0081,0,안전,Platinum
,1,5,9,17.0,1.0986122886681098,3.0,2.9999999999999996,0.4999999999999999,0,1.5,0,81.92,0.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0743,0,안전,Platinum
C0679,1,4,3,14.0,1.791759469228055,6.954545454545454,1.8,3.2,0,0.17647058823529413,0,14.117647058823529,0.5882352941176471,0,1,1,0,0,0,0,0,1,0,0,0,1,0.3488,0,관심,Gold
,1,4,9,12.0,2.302585092994046,0.9230769230769229,0.33333333333333326,0.33333333333333326,1,0.75,0,37.9,0.75,0,1,1,0,0,0,0,1,0,1,0,1,0,0.5018,1,주의,Silver
,1,4,9,24.0,3.1354942159291497,0.0,0.0,0.045454545454545456,0,1.5,0,72.5,0.5,0,1,0,1,0,0,0,0,0,0,1,1,0,0.0022,0,안전,Platinum
,1,4,6,15.0,2.995732273553991,0.13636363636363638,0.05263157894736843,0.10526315789473686,1,1.6666666666666667,0,80.0,0.6666666666666666,0,1,1,0,0,0,0,0,0,1,0,1,0,0.5143,1,주의,Silver
,1,3,2,12.0,2.0794415416798357,4.800000000000001,1.285714285714286,1.0000000000000002,0,0.5,0,19.29125,0.875,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0004,0,안전,Platinum
,1,2,5,20.0,3.332204510175204,0.4000000000000001,0.14814814814814817,0.07407407407407408,0,1.0,0,80.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,1,0,0.0,0,안전,Platinum
,1,3,3,11.0,2.0794415416798357,0.44444444444444453,0.2857142857142858,0.1428571428571429,0,2.5,0,60.400000000000006,0.0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.6325,1,주의,Silver
,3,4,2,13.0,2.302585092994046,1.2727272727272725,0.7777777777777777,0.11111111111111109,1,1.5,0,78.365,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0159,0,안전,Platinum
,1,3,2,19.0,0.0,0.0,0.0,10.0,0,0.5,1,63.465,0.5,0,0,0,1,0,0,1,0,0,0,1,0,1,0.8312,1,위험,Risk
C1040,3,4,2,15.0,2.9444389791664403,1.0869565217391306,0.27777777777777785,0.22222222222222227,0,1.0,0,28.77,0.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0.0025,0,안전,Platinum
,3,4,5,22.0,2.4849066497880004,1.0769230769230769,0.6363636363636364,0.09090909090909091,0,0.5,1,93.43,0.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0.0528,0,안전,Platinum
,1,6,3,12.0,0.6931471805599453,6.0,8.0,2.0,1,1.6666666666666667,0,48.73,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,1,0.8229,1,위험,Risk
,1,4,1,11.0,2.772588722239781,0.47058823529411764,0.2666666666666667,0.06666666666666668,0,0.5,1,72.615,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0047,0,안전,Platinum
,1,3,6,15.0,1.9459101490553132,1.7500000000000002,1.1666666666666667,0.16666666666666669,0,2.0,0,65.275,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.009,0,안전,Platinum
C0546,3,4,3,13.0,2.1972245773362196,4.052631578947368,0.8749999999999998,1.2499999999999998,0,0.45454545454545453,0,16.931818181818183,0.18181818181818182,0,1,1,0,0,1,0,0,0,0,1,0,0,0.0028,0,안전,Platinum
,3,1,3,11.0,0.0,1.8181818181818181,20.0,10.0,0,1.5,0,81.16,0.5,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0795,0,안전,VIP
C0715,1,3,2,16.0,0.0,1.8181818181818181,20.0,10.0,1,1.5,0,64.43,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9434,1,위험,Risk
,1,3,2,11.0,0.0,3.6363636363636362,40.0,10.0,0,0.5,1,67.225,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0208,0,안전,VIP
,1,4,1,17.0,0.0,0.0,0.0,10.0,1,1.5,0,66.94,0.0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.8054,1,위험,Risk
,1,4,4,14.0,3.295836866004329,0.5172413793103449,0.19230769230769232,0.07692307692307693,0,0.6666666666666666,1,80.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0009,0,안전,Platinum
,3,3,2,25.0,1.9459101490553132,0.5000000000000001,0.33333333333333337,0.16666666666666669,1,0.5,0,76.84,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0049,0,안전,Platinum
,3,4,8,14.0,2.0794415416798357,1.2000000000000002,0.5714285714285716,0.2857142857142858,0,0.3333333333333333,1,74.99333333333333,0.6666666666666666,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0121,0,안전,Platinum
,1,4,7,15.0,2.3513752571634776,0.0,0.0,0.10526315789473684,1,1.5,0,60.45,0.0,0,1,0,1,0,0,1,0,0,0,1,1,1,0.9741,1,고위험,Risk
,1,5,3,13.0,0.6931471805599453,0.75,1.0,2.0,0,1.3333333333333333,0,45.870000000000005,0.3333333333333333,0,1,0,1,0,0,0,1,0,0,1,0,1,0.8074,1,위험,Risk
,1,4,3,24.0,1.0986122886681098,2.9999999999999996,2.4999999999999996,0.9999999999999998,0,0.3333333333333333,1,48.56666666666666,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0032,0,안전,Platinum
C1046,1,5,3,12.0,0.6931471805599453,2.25,3.0,2.0,1,1.0,0,54.96333333333333,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,1,1,1,0.9292,1,위험,Risk
,1,1,1,12.0,1.3862943611198906,2.8,2.3333333333333335,0.3333333333333333,1,2.5,0,107.08000000000001,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0034,0,안전,Platinum
,1,3,5,13.0,2.833213344056216,0.2222222222222222,0.125,0.0625,0,1.5,0,62.19,0.5,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0169,0,안전,Platinum
,3,3,2,13.0,2.4849066497880004,0.46153846153846156,0.2727272727272727,0.09090909090909091,1,1.0,0,78.33,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1437,0,안전,Platinum
C0215,1,3,1,12.0,0.0,6.363636363636363,70.0,70.0,1,0.125,0,21.94125,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9959,1,고위험,Risk
,1,4,2,25.0,1.6094379124341003,0.0,0.0,0.25000000000000006,1,2.0,0,59.295,0.5,0,0,0,0,0,0,0,1,0,0,1,0,1,0.9814,1,고위험,Risk
,3,2,2,19.0,3.4657359027997265,0.8823529411764706,0.3225806451612903,0.06451612903225806,1,0.6666666666666666,0,59.06666666666666,0.3333333333333333,1,0,1,0,0,1,0,0,0,1,0,1,0,0.0,0,안전,Platinum
,1,5,3,14.0,0.6931471805599453,3.0,4.0,2.0,0,1.0,0,48.35666666666666,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0835,0,안전,Platinum
C1004,2,2,9,17.0,2.833213344056216,0.6315789473684211,0.25,0.125,0,1.6666666666666667,0,62.57333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0025,0,안전,Platinum
,1,5,4,18.0,3.258096538021482,0.10714285714285714,0.039999999999999994,0.07999999999999999,0,1.0,0,62.10666666666666,0.6666666666666666,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0013,0,안전,Platinum
,3,3,3,11.0,2.4849066497880004,2.9473684210526314,0.6363636363636364,0.6363636363636364,1,0.375,0,15.818750000000001,0.125,0,1,0,0,0,0,1,0,0,1,0,0,1,0.9537,1,고위험,Risk
,1,4,1,16.0,2.833213344056216,1.0,0.5625,0.0625,0,0.5,1,100.845,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.8708,1,위험,Risk
C0580,1,3,1,25.0,2.5649493574615367,3.5,0.5833333333333334,0.9166666666666666,0,0.25,0,17.448333333333334,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0027,0,안전,Platinum
,1,6,3,13.0,0.6931471805599453,1.5,2.0,2.0,0,1.0,0,49.31,0.3333333333333333,0,1,0,1,0,0,0,1,0,0,1,1,1,0.9393,1,위험,Risk
C0122,1,4,2,19.0,2.1972245773362196,0.3999999999999999,0.24999999999999994,0.12499999999999997,0,2.5,0,62.25,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.0887,0,안전,Platinum
,1,4,2,11.0,2.1972245773362196,0.19999999999999996,0.12499999999999997,0.12499999999999997,0,2.5,0,62.795,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0106,0,안전,Platinum
,1,5,3,17.0,2.6390573296152584,2.11764705882353,0.6923076923076925,0.23076923076923084,0,0.25,1,60.0,2.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0917,0,안전,Platinum
C0004,1,4,3,13.0,2.995732273553991,2.5714285714285716,0.42105263157894746,0.42105263157894746,0,0.4444444444444444,0,22.156666666666666,0.4444444444444444,0,1,1,0,0,0,0,0,0,1,0,1,0,0.0971,0,안전,Platinum
,1,4,3,15.0,0.6931471805599453,2.25,3.0,2.0,0,1.6666666666666667,0,50.0,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,0,1,0,0.0686,0,안전,Platinum
,1,3,3,13.0,2.70805020110221,3.0,1.2142857142857142,0.14285714285714285,1,1.6666666666666667,0,49.07,0.3333333333333333,0,1,0,1,0,0,0,1,0,0,1,1,0,0.0589,0,안전,Platinum
,1,2,3,18.0,2.302585092994046,4.235294117647059,0.9999999999999998,0.7777777777777777,0,0.375,0,19.88375,0.75,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0,0,안전,Platinum
,1,3,7,13.0,1.791759469228055,0.8571428571428571,0.6,0.2,0,1.5,0,67.165,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.0112,0,안전,Platinum
,3,3,4,16.0,2.70805020110221,0.25,0.14285714285714285,0.07142857142857142,1,1.5,0,85.41,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0.2873,0,관심,Gold
C0147,1,3,4,13.0,2.8903717578961645,7.968750000000002,1.0000000000000002,0.8235294117647061,0,0.3333333333333333,0,16.0,0.2,0,1,1,0,1,0,0,0,0,0,0,1,0,0.0007,0,안전,Platinum
,3,5,7,14.0,0.0,1.8181818181818181,20.0,20.0,1,0.3333333333333333,0,51.46666666666667,0.0,0,1,1,0,0,1,0,0,0,1,0,1,1,0.9954,1,고위험,Risk
C0253,3,2,8,18.0,2.995732273553991,1.8750000000000004,0.4736842105263159,0.21052631578947373,1,0.6,0,48.0,0.4,0,1,1,0,1,0,0,0,0,0,1,1,1,0.9772,1,고위험,Risk
,1,4,3,15.0,2.302585092994046,0.75,0.33333333333333326,0.22222222222222218,1,1.0,0,60.629999999999995,0.6666666666666666,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0185,0,안전,Platinum
,1,2,3,25.0,2.70805020110221,2.1052631578947367,0.5714285714285714,0.2857142857142857,0,0.8,0,33.488,0.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.001,0,안전,Platinum
,1,3,10,12.0,2.302585092994046,0.1818181818181818,0.11111111111111109,0.11111111111111109,1,1.5,0,73.315,0.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0.0008,0,안전,Platinum
C0582,3,4,5,15.0,2.70805020110221,3.6666666666666665,0.7857142857142857,0.42857142857142855,0,0.5714285714285714,0,25.967142857142857,0.2857142857142857,0,1,1,0,0,1,0,0,0,1,0,0,0,0.0128,0,안전,Platinum
,1,5,3,12.0,0.6931471805599453,0.75,1.0,2.0,0,1.3333333333333333,0,50.64666666666667,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,0,1,0,0.8858,1,위험,Risk
,2,4,2,12.0,0.0,0.0,0.0,10.0,0,1.0,1,62.81999999999999,0.5,0,0,0,1,0,0,1,0,0,0,1,1,1,0.4325,0,관심,Gold
,1,4,2,18.0,2.3978952727983707,1.1666666666666665,0.6999999999999998,0.09999999999999998,0,1.5,0,79.965,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0009,0,안전,Platinum
,3,3,2,14.0,1.0986122886681098,0.7142857142857142,0.4999999999999999,1.9999999999999996,0,0.4,1,35.836,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271,0,안전,Platinum
,2,3,2,13.0,1.9459101490553132,1.0000000000000002,0.6666666666666667,0.16666666666666669,0,1.5,0,68.0,0.5,0,0,0,1,0,0,0,1,0,1,0,1,0,0.0079,0,안전,Platinum
,1,5,3,21.0,1.9459101490553132,1.2,0.5000000000000001,0.5000000000000001,0,1.0,0,38.1075,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0086,0,안전,Platinum
,3,3,7,13.0,1.9459101490553132,0.5000000000000001,0.33333333333333337,0.16666666666666669,0,1.0,1,99.99,0.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0611,0,안전,Platinum
,3,3,3,18.0,2.5649493574615367,0.4,0.16666666666666666,0.16666666666666666,0,0.3333333333333333,1,47.09,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0039,0,안전,Platinum
,1,4,2,11.0,2.9444389791664403,2.0000000000000004,0.3333333333333334,0.44444444444444453,0,0.4444444444444444,0,26.666666666666668,0.3333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0039,0,안전,Platinum
,3,1,2,22.0,1.9459101490553132,2.0000000000000004,1.3333333333333335,0.16666666666666669,0,2.5,0,70.185,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0009,0,안전,Platinum
