CustomerID,Churn_Actual,Churn_Pred,Churn_Prob,RiskLevel,CustomerGrade,MonthlyOrderFreq,Dormancy_Shock,Recency_Tenure_Ratio,CashbackPerOrder,Promo_Sensitivity,Satisfaction_Per_Order,IssueIndex,Silent_Killer,Stagnant_Loyal,OrderAmountHikeFromlastYear,Tenure_log,NumberOfAddress
C0016,0,0,0.0098,안전,Platinum,0.3684,2.0741,0.3684,30.0,0.375,0.5,1,0,0,12.0,2.9957,4
C0017,0,0,0.0494,안전,Platinum,0.25,1.0,0.75,60.22,0.0,0.5,0,1,0,11.0,1.6094,2
C0018,0,0,0.008,안전,Platinum,0.25,0.5455,0.25,45.02,0.3333,1.0,1,0,0,14.0,2.1972,1
C0019,0,0,0.0227,안전,Platinum,0.4,0.6667,0.2,47.21,0.0,0.4,1,0,0,18.0,2.3979,3
C0020,0,0,0.0028,안전,Platinum,0.1667,0.7273,0.2222,46.08,0.5,1.0,0,0,0,13.0,2.9444,11
C0021,0,0,0.2295,관심,Gold,30.0,2.7273,30.0,36.85,0.25,1.25,1,0,0,13.0,0.0,2
C0022,0,0,0.0009,안전,Platinum,0.8667,3.3793,0.4667,17.14,0.2143,0.3571,0,0,0,17.0,2.7726,1
C0023,1,1,0.9018,위험,Risk,0.0714,0.0,0.0,60.09,0.5,2.5,0,0,0,14.0,2.7081,4
C0024,0,0,0.0059,안전,Platinum,0.05,0.0,0.0,74.89,0.0,2.0,0,0,0,11.0,3.0445,8
C0025,0,0,0.0023,안전,Platinum,0.1429,0.8889,0.5714,88.78,0.5,1.0,0,1,0,17.0,2.0794,1
C0026,0,0,0.0013,안전,Platinum,0.1,0.3333,0.2,68.14,0.0,1.5,0,0,0,18.0,2.3979,5
C0027,0,0,0.3837,관심,Gold,0.1,0.5,0.3,64.98,0.5,1.5,1,0,0,15.0,2.3979,8
C0028,0,0,0.005,안전,Platinum,0.3333,2.6667,1.3333,50.73,0.6667,1.3333,0,0,0,15.0,1.9459,4
C0029,0,0,0.0076,안전,Platinum,0.125,0.4737,0.1875,50.25,0.3333,1.6667,0,0,0,17.0,2.8332,5
C0030,0,0,0.0077,안전,Platinum,1.0,1.7143,1.0,41.21,0.5,0.25,0,1,0,18.0,1.3863,2
C0031,0,0,0.0121,안전,Platinum,0.2222,1.25,0.5556,62.14,0.3333,1.0,1,0,0,17.0,2.3026,5
C0032,0,0,0.0007,안전,Platinum,0.3077,2.3143,0.3462,26.67,0.4444,0.1111,0,1,0,15.0,3.2958,4
C0033,1,1,0.9536,고위험,Risk,2.0,2.25,3.0,51.36,0.6667,1.0,0,0,0,16.0,0.6931,5
C0034,0,0,0.0531,안전,Platinum,0.125,0.2,0.125,71.24,0.5,1.5,1,0,0,11.0,2.1972,2
C0035,0,0,0.0344,안전,Platinum,2.0,2.8571,2.0,31.39,0.4,1.0,0,0,0,13.0,1.0986,3
C0036,0,0,0.0046,안전,Platinum,0.1053,0.5455,0.2105,59.66,0.3333,1.0,0,0,0,13.0,2.9957,6
C0037,0,0,0.0012,안전,Platinum,0.3333,0.9231,0.3333,37.52,0.75,0.75,0,0,0,14.0,2.3026,5
C0038,0,0,0.0014,안전,Platinum,1.0,4.8,4.0,67.18,0.3333,1.3333,0,0,0,18.0,1.0986,2
C0039,0,0,0.0624,안전,Platinum,0.1111,0.3636,0.2222,78.24,0.5,2.5,0,0,0,13.0,2.3026,5
C0040,0,0,0.0182,안전,Platinum,0.0769,0.0,0.0,67.72,0.5,1.5,0,0,0,16.0,2.6391,10
C0041,0,0,0.0023,안전,Platinum,0.2353,2.2727,0.5882,48.0,0.4,0.8,0,0,0,12.0,2.8904,3
C0042,1,1,0.8519,위험,Risk,2.0,4.5,6.0,48.53,0.3333,1.0,0,0,0,15.0,0.6931,2
C0043,0,0,0.0487,안전,Platinum,0.2222,1.75,0.7778,75.74,0.3333,1.0,0,0,0,22.0,2.3026,5
C0044,0,0,0.0126,안전,Platinum,0.7333,2.6667,0.4,12.42,0.3333,0.25,0,0,0,25.0,2.7726,2
C0045,0,0,0.1669,안전,Platinum,0.2,0.0,0.0,64.14,0.0,2.5,0,0,0,12.0,1.7918,2
C0046,0,0,0.291,관심,Gold,10.0,1.8182,20.0,67.24,0.0,1.5,0,0,0,11.0,0.0,2
C0047,0,0,0.0182,안전,Platinum,2.0,6.0,8.0,63.33,0.3333,1.0,0,0,0,15.0,0.6931,2
C0048,0,0,0.007,안전,Platinum,0.6667,2.0,1.3333,71.18,0.3333,0.3333,0,1,0,20.0,1.3863,3
C0049,0,0,0.0006,안전,Platinum,0.1481,1.4063,0.3333,48.0,0.4,0.4,0,1,0,19.0,3.3322,8
C0050,0,0,0.0006,안전,Platinum,0.4286,0.0,0.0,18.14,0.1538,0.3077,1,0,0,15.0,3.3673,2
C0051,0,0,0.3925,관심,Gold,0.5,1.2857,0.75,43.55,0.0,1.6667,1,0,0,13.0,1.6094,2
C0052,0,0,0.0064,안전,Platinum,0.25,1.0909,0.5,53.74,0.3333,0.6667,1,0,0,14.0,2.1972,3
C0053,0,0,0.0009,안전,Platinum,0.25,0.2727,0.125,50.28,0.6667,1.0,0,0,0,18.0,2.1972,2
C0054,1,1,0.9844,고위험,Risk,10.0,0.0,0.0,78.82,0.0,2.0,0,0,0,11.0,0.0,6
C0055,0,0,0.0074,안전,Platinum,0.6667,1.7143,0.3333,24.92,0.6667,0.4444,0,0,0,12.0,2.5649,2
C0056,1,1,0.972,고위험,Risk,0.1667,0.2,0.0833,59.6,0.3333,1.0,1,0,0,14.0,2.5649,11
C0057,0,0,0.007,안전,Platinum,0.5,2.88,0.5,19.83,0.3333,0.1111,1,0,0,17.0,2.8332,2
C0058,0,0,0.029,안전,VIP,3.0,1.6,2.0,37.25,0.25,0.5,0,1,0,14.0,0.6931,2
C0059,0,0,0.0011,안전,Platinum,0.1,0.3529,0.1,41.89,0.75,1.25,1,0,1,19.0,3.434,6
C0060,1,1,0.9986,고위험,Risk,70.0,7.2727,80.0,15.86,0.625,0.25,1,0,0,13.0,0.0,2
C0061,0,0,0.0009,안전,Platinum,0.2,1.4737,0.4667,35.83,0.75,0.75,0,0,0,12.0,2.7726,2
C0062,0,0,0.0081,안전,Platinum,0.625,4.2857,1.25,29.74,0.3333,0.8333,0,0,0,21.0,2.1972,2
C0063,0,0,0.0743,안전,Platinum,0.5,3.0,3.0,81.92,0.0,1.5,0,0,0,17.0,1.0986,9
C0064,1,0,0.3488,관심,Gold,3.2,6.9545,1.8,14.12,0.5882,0.1765,0,0,0,14.0,1.7918,3
C0065,0,1,0.5018,주의,Silver,0.3333,0.9231,0.3333,37.9,0.75,0.75,1,0,0,12.0,2.3026,9
C0066,0,0,0.0022,안전,Platinum,0.0455,0.0,0.0,72.5,0.5,1.5,0,0,0,24.0,3.1355,9
C0067,0,1,0.5143,주의,Silver,0.1053,0.1364,0.0526,80.0,0.6667,1.6667,1,0,0,15.0,2.9957,6
C0068,0,0,0.0004,안전,Platinum,1.0,4.8,1.2857,19.29,0.875,0.5,0,0,0,12.0,2.0794,2
C0069,0,0,0.0,안전,Platinum,0.0741,0.4,0.1481,80.0,0.3333,1.0,0,0,0,20.0,3.3322,5
C0070,0,1,0.6325,주의,Silver,0.1429,0.4444,0.2857,60.4,0.0,2.5,0,0,0,11.0,2.0794,3
C0071,0,0,0.0159,안전,Platinum,0.1111,1.2727,0.7778,78.36,0.5,1.5,1,0,0,13.0,2.3026,2
C0072,1,1,0.8312,위험,Risk,10.0,0.0,0.0,63.46,0.5,0.5,0,1,0,19.0,0.0,2
C0073,0,0,0.0025,안전,Platinum,0.2222,1.087,0.2778,28.77,0.6,1.0,0,0,0,15.0,2.9444,2
C0074,0,0,0.0528,안전,Platinum,0.0909,1.0769,0.6364,93.43,0.0,0.5,0,1,0,22.0,2.4849,5
C0075,1,1,0.8229,위험,Risk,2.0,6.0,8.0,48.73,0.3333,1.6667,1,0,0,12.0,0.6931,3
C0076,0,0,0.0047,안전,Platinum,0.0667,0.4706,0.2667,72.61,0.0,0.5,0,1,0,11.0,2.7726,1
C0077,0,0,0.009,안전,Platinum,0.1667,1.75,1.1667,65.28,0.0,2.0,0,0,0,15.0,1.9459,6
C0078,0,0,0.0028,안전,Platinum,1.25,4.0526,0.875,16.93,0.1818,0.4545,0,0,0,13.0,2.1972,3
C0079,0,0,0.0795,안전,VIP,10.0,1.8182,20.0,81.16,0.5,1.5,0,0,0,11.0,0.0,3
C0080,1,1,0.9434,위험,Risk,10.0,1.8182,20.0,64.43,0.0,1.5,1,0,0,16.0,0.0,2
C0081,0,0,0.0208,안전,VIP,10.0,3.6364,40.0,67.22,0.0,0.5,0,1,0,11.0,0.0,2
C0082,1,1,0.8054,위험,Risk,10.0,0.0,0.0,66.94,0.0,1.5,1,0,0,17.0,0.0,1
C0083,0,0,0.0009,안전,Platinum,0.0769,0.5172,0.1923,80.0,0.3333,0.6667,0,1,0,14.0,3.2958,4
C0084,0,0,0.0049,안전,Platinum,0.1667,0.5,0.3333,76.84,0.0,0.5,1,0,0,25.0,1.9459,2
C0085,0,0,0.0121,안전,Platinum,0.2857,1.2,0.5714,74.99,0.6667,0.3333,0,1,0,14.0,2.0794,8
C0086,1,1,0.9741,고위험,Risk,0.1053,0.0,0.0,60.45,0.0,1.5,1,0,0,15.0,2.3514,7
C0087,1,1,0.8074,위험,Risk,2.0,0.75,1.0,45.87,0.3333,1.3333,0,0,0,13.0,0.6931,3
C0088,0,0,0.0032,안전,Platinum,1.0,3.0,2.5,48.57,0.6667,0.3333,0,1,0,24.0,1.0986,3
C0089,1,1,0.9292,위험,Risk,2.0,2.25,3.0,54.96,0.6667,1.0,1,0,0,12.0,0.6931,3
C0090,0,0,0.0034,안전,Platinum,0.3333,2.8,2.3333,107.08,0.0,2.5,1,0,0,12.0,1.3863,1
C0091,0,0,0.0169,안전,Platinum,0.0625,0.2222,0.125,62.19,0.5,1.5,0,0,0,13.0,2.8332,5
C0092,0,0,0.1437,안전,Platinum,0.0909,0.4615,0.2727,78.33,0.0,1.0,1,0,0,13.0,2.4849,2
C0093,1,1,0.9959,고위험,Risk,70.0,6.3636,70.0,21.94,0.5,0.125,1,0,0,12.0,0.0,1
C0094,1,1,0.9814,고위험,Risk,0.25,0.0,0.0,59.3,0.5,2.0,1,0,0,25.0,1.6094,2
C0095,0,0,0.0,안전,Platinum,0.0645,0.8824,0.3226,59.07,0.3333,0.6667,1,0,1,19.0,3.4657,2
C0096,0,0,0.0835,안전,Platinum,2.0,3.0,4.0,48.36,0.3333,1.0,0,0,0,14.0,0.6931,3
C0097,0,0,0.0025,안전,Platinum,0.125,0.6316,0.25,62.57,0.3333,1.6667,0,0,0,17.0,2.8332,9
C0098,0,0,0.0013,안전,Platinum,0.08,0.1071,0.04,62.11,0.6667,1.0,0,0,0,18.0,3.2581,4
C0099,1,1,0.9537,고위험,Risk,0.6364,2.9474,0.6364,15.82,0.125,0.375,1,0,0,11.0,2.4849,3
C0100,1,1,0.8708,위험,Risk,0.0625,1.0,0.5625,100.84,0.0,0.5,0,1,0,16.0,2.8332,1
C0101,0,0,0.0027,안전,Platinum,0.9167,3.5,0.5833,17.45,0.5,0.25,0,0,0,25.0,2.5649,1
C0102,1,1,0.9393,위험,Risk,2.0,1.5,2.0,49.31,0.3333,1.0,0,0,0,13.0,0.6931,3
C0103,0,0,0.0887,안전,Platinum,0.125,0.4,0.25,62.25,0.0,2.5,0,0,0,19.0,2.1972,2
C0104,0,0,0.0106,안전,Platinum,0.125,0.2,0.125,62.8,0.0,2.5,0,0,0,11.0,2.1972,2
C0105,0,0,0.0917,안전,Platinum,0.2308,2.1176,0.6923,60.0,2.5,0.25,0,1,0,17.0,2.6391,3
C0106,0,0,0.0971,안전,Platinum,0.4211,2.5714,0.4211,22.16,0.4444,0.4444,0,0,0,13.0,2.9957,3
C0107,0,0,0.0686,안전,Platinum,2.0,2.25,3.0,50.0,0.3333,1.6667,0,0,0,15.0,0.6931,3
C0108,0,0,0.0589,안전,Platinum,0.1429,3.0,1.2143,49.07,0.3333,1.6667,1,0,0,13.0,2.7081,3
C0109,0,0,0.0,안전,Platinum,0.7778,4.2353,1.0,19.88,0.75,0.375,0,0,0,18.0,2.3026,3
C0110,0,0,0.0112,안전,Platinum,0.2,0.8571,0.6,67.17,0.0,1.5,0,0,0,13.0,1.7918,7
C0111,0,0,0.2873,관심,Gold,0.0714,0.25,0.1429,85.41,0.0,1.5,1,0,0,16.0,2.7081,4
C0112,0,0,0.0007,안전,Platinum,0.8235,7.9688,1.0,16.0,0.2,0.3333,0,0,0,13.0,2.8904,4
C0113,1,1,0.9954,고위험,Risk,20.0,1.8182,20.0,51.47,0.0,0.3333,1,0,0,14.0,0.0,7
C0114,1,1,0.9772,고위험,Risk,0.2105,1.875,0.4737,48.0,0.4,0.6,1,0,0,18.0,2.9957,8
C0115,0,0,0.0185,안전,Platinum,0.2222,0.75,0.3333,60.63,0.6667,1.0,1,0,0,15.0,2.3026,3
C0116,0,0,0.001,안전,Platinum,0.2857,2.1053,0.5714,33.49,0.2,0.8,0,0,0,25.0,2.7081,3
C0117,0,0,0.0008,안전,Platinum,0.1111,0.1818,0.1111,73.32,0.0,1.5,1,0,0,12.0,2.3026,10
C0118,0,0,0.0128,안전,Platinum,0.4286,3.6667,0.7857,25.97,0.2857,0.5714,0,0,0,15.0,2.7081,5
C0119,0,1,0.8858,위험,Risk,2.0,0.75,1.0,50.65,0.6667,1.3333,0,0,0,12.0,0.6931,3
C0120,1,0,0.4325,관심,Gold,10.0,0.0,0.0,62.82,0.5,1.0,0,1,0,12.0,0.0,2
C0121,0,0,0.0009,안전,Platinum,0.1,1.1667,0.7,79.96,0.0,1.5,0,0,0,18.0,2.3979,2
C0122,0,0,0.0271,안전,Platinum,2.0,0.7143,0.5,35.84,0.8,0.4,0,1,0,14.0,1.0986,2
C0123,0,0,0.0079,안전,Platinum,0.1667,1.0,0.6667,68.0,0.5,1.5,0,0,0,13.0,1.9459,2
C0124,0,0,0.0086,안전,Platinum,0.5,1.2,0.5,38.11,0.25,1.0,0,0,0,21.0,1.9459,3
C0125,0,0,0.0611,안전,Platinum,0.1667,0.5,0.3333,99.99,0.5,1.0,0,1,0,13.0,1.9459,7
C0126,0,0,0.0039,안전,Platinum,0.1667,0.4,0.1667,47.09,0.3333,0.3333,0,1,0,18.0,2.5649,3
C0127,0,0,0.0039,안전,Platinum,0.4444,2.0,0.3333,26.67,0.3333,0.4444,0,0,0,11.0,2.9444,2
C0128,0,0,0.0009,안전,Platinum,0.1667,2.0,1.3333,70.18,0.0,2.5,0,0,0,22.0,1.9459,2
C0129,1,1,0.9685,고위험,Risk,0.25,0.0,0.0,58.38,0.5,1.5,1,0,0,19.0,1.6094,2
C0130,0,0,0.0031,안전,Platinum,0.1765,0.5714,0.1765,45.16,0.5,0.25,0,1,0,14.0,2.8904,6
C0131,0,0,0.0034,안전,Platinum,1.0,1.6667,0.75,25.82,0.6,0.6,0,0,0,17.0,1.6094,2
C0132,0,0,0.0073,안전,Platinum,0.6667,1.7143,0.3333,24.92,0.4444,0.4444,0,0,0,12.0,2.5649,2
C0133,0,0,0.0038,안전,Platinum,0.25,1.0,0.75,67.39,0.0,1.5,0,0,0,14.0,1.6094,2
C0134,0,0,0.0375,안전,Platinum,2.0,1.5,2.0,51.65,0.6667,0.6667,1,0,0,13.0,0.6931,3
C0135,0,0,0.1157,안전,Platinum,0.5,1.7143,1.0,55.38,0.6667,1.6667,0,0,0,20.0,1.6094,10
C0136,1,1,0.9207,위험,Risk,10.0,0.0,0.0,55.4,0.0,0.5,0,1,0,13.0,0.0,2
C0137,1,1,0.9227,위험,Risk,0.25,0.9231,0.2,29.1,0.3333,0.6667,1,0,0,19.0,3.0445,11
C0138,0,0,0.0435,안전,Platinum,0.6667,2.0,1.3333,50.11,0.6667,0.6667,0,1,0,15.0,1.3863,8
C0139,0,0,0.0036,안전,Platinum,0.2632,3.12,0.6842,30.16,0.8333,0.5,0,0,0,14.0,2.9957,3
C0140,0,0,0.0729,안전,Platinum,0.5,2.5789,0.5833,33.01,0.2857,0.4286,0,0,0,13.0,2.5649,2
C0141,1,1,0.8561,위험,Risk,2.0,2.25,3.0,49.74,0.3333,1.3333,0,0,0,18.0,0.6931,2
C0142,0,0,0.0296,안전,Platinum,0.3333,2.3333,1.1667,73.7,0.6667,1.0,0,0,0,14.0,1.9459,5
C0143,0,0,0.0578,안전,Platinum,1.0,0.0,0.0,64.28,0.5,2.0,0,0,0,19.0,0.6931,2
C0144,0,0,0.025,안전,Platinum,0.2222,2.0,0.8889,49.19,0.6667,1.0,0,0,0,13.0,2.3026,8
C0145,0,0,0.0002,안전,Platinum,0.0588,0.6545,0.1765,43.5,0.5,0.75,0,0,1,25.0,3.9512,2
C0146,0,0,0.0002,안전,Platinum,0.8333,6.5882,0.7778,15.0,0.1875,0.3125,0,0,0,14.0,2.9444,3
C0147,1,1,0.8236,위험,Risk,10.0,6.3636,70.0,63.54,0.5,2.5,0,0,0,20.0,0.0,8
C0148,0,0,0.0091,안전,Platinum,0.2857,1.75,0.3333,20.07,0.5714,0.2857,0,1,0,14.0,3.091,3
C0149,1,1,0.9643,고위험,Risk,0.1429,1.2353,0.5,41.54,0.3333,1.0,1,0,0,12.0,2.7081,10
C0150,0,0,0.0131,안전,Platinum,0.4,0.375,0.2,80.0,0.3333,1.3333,0,0,0,12.0,1.7918,5
C0151,1,1,0.7571,주의,Silver,2.0,6.0,8.0,49.55,0.3333,1.0,1,0,0,15.0,0.6931,3
C0152,0,0,0.0059,안전,Platinum,0.1176,0.3,0.1176,77.73,0.6667,1.6667,0,0,0,12.0,2.8904,10
C0153,0,0,0.2688,관심,Gold,8.0,6.3,7.0,17.07,0.4444,0.5556,0,0,0,14.0,0.6931,2
C0154,0,0,0.0133,안전,Platinum,0.1333,0.5,0.2,63.1,0.3333,1.3333,0,0,0,20.0,2.7726,8
C0155,0,0,0.1527,안전,Platinum,0.1667,0.4,0.1667,51.86,0.3333,1.0,1,0,0,14.0,2.5649,8
C0156,0,0,0.0944,안전,Platinum,0.5,0.4286,0.25,64.59,0.6667,0.6667,1,0,0,25.0,1.6094,7
C0157,0,0,0.0024,안전,Platinum,0.0952,1.0,0.381,55.54,0.6667,0.3333,1,0,0,18.0,3.091,3
C0158,0,0,0.0019,안전,Platinum,0.1,0.5,0.3,67.5,0.0,1.5,0,0,0,14.0,2.3979,1
C0159,1,1,0.7386,주의,Silver,5.5,2.5714,1.5,18.47,0.8333,0.0833,0,1,0,11.0,1.0986,8
C0160,0,0,0.0193,안전,Platinum,0.1667,0.6,0.25,61.92,0.3333,1.0,0,0,0,12.0,2.5649,5
C0161,1,1,0.9019,위험,Risk,2.0,0.75,1.0,45.27,0.3333,0.3333,0,1,0,14.0,0.6931,3
C0162,1,1,0.852,위험,Risk,0.0769,0.1333,0.0769,83.64,0.5,1.5,0,0,0,12.0,2.6391,8
C0163,0,0,0.0615,안전,Platinum,1.0,2.4,2.0,57.99,0.6667,1.6667,0,0,0,15.0,1.0986,2
C0164,0,0,0.0067,안전,Platinum,0.1667,0.2,0.0833,66.17,0.6667,1.3333,0,0,0,17.0,2.5649,9
C0165,0,0,0.1906,안전,Platinum,3.0,2.4,3.0,36.31,0.75,1.0,0,0,0,19.0,0.6931,8
C0166,0,0,0.0035,안전,Platinum,0.1111,0.0,0.0,68.44,0.0,1.0,0,1,0,18.0,2.3026,5
C0167,1,1,0.6209,주의,Silver,0.6,6.2222,2.8,59.4,0.5,1.25,1,0,0,12.0,1.7918,1
C0168,0,0,0.0128,안전,Platinum,0.0909,0.3077,0.1818,80.39,0.0,1.5,0,0,0,11.0,2.4849,4
C0169,0,0,0.0341,안전,VIP,50.0,6.3636,70.0,21.57,0.3333,0.5,0,0,0,23.0,0.0,2
C0170,1,1,0.9141,위험,Risk,0.5,1.7143,1.0,48.89,0.3333,1.6667,1,0,0,15.0,1.6094,5
C0171,0,0,0.0387,안전,Platinum,0.6667,3.1818,1.1667,43.0,0.6,0.2,0,1,0,15.0,1.9459,3
C0172,1,1,0.7713,주의,Silver,10.0,6.3636,70.0,63.54,0.5,2.5,0,0,0,20.0,0.0,8
C0173,0,0,0.1329,안전,Platinum,0.25,0.0,0.0,62.5,0.5,2.0,0,0,0,17.0,1.6094,2
C0174,0,0,0.0061,안전,Platinum,0.1333,0.6667,0.2667,48.76,0.3333,1.0,1,0,0,13.0,2.7726,4
C0175,0,0,0.0947,안전,Platinum,0.2222,0.25,0.1111,58.64,0.6667,1.6667,0,0,0,12.0,2.3026,4
C0176,0,0,0.0006,안전,Platinum,0.1,0.3333,0.2,68.14,0.5,1.5,0,0,0,18.0,2.3979,5
C0177,0,0,0.0194,안전,Platinum,0.125,1.6,1.0,89.12,0.0,1.0,0,1,0,13.0,2.1972,7
C0178,0,0,0.0238,안전,Platinum,0.1429,0.0,0.0,64.9,0.5,1.0,0,1,0,17.0,2.0794,4
C0179,1,1,0.9981,고위험,Risk,2.0,0.75,1.0,52.24,0.3333,1.6667,1,0,0,12.0,0.6931,4
C0180,1,1,0.9386,위험,Risk,10.0,0.0,0.0,63.4,0.0,2.0,0,0,0,13.0,0.0,2
C0181,0,0,0.0135,안전,Platinum,0.2857,0.9,0.4286,59.56,0.3333,0.3333,1,0,0,26.0,2.0794,3
C0182,1,1,0.9984,고위험,Risk,70.0,6.3636,70.0,16.67,0.125,0.375,1,0,0,13.0,0.0,4
C0183,0,0,0.0453,안전,Platinum,0.8,3.3158,0.7,23.73,0.6667,0.1111,0,1,0,12.0,2.3979,2
C0184,0,0,0.0032,안전,Platinum,0.25,2.3333,1.75,107.78,0.5,0.5,0,1,0,21.0,1.6094,10
C0185,0,0,0.0063,안전,Platinum,0.5,1.1538,0.375,28.46,0.2,0.6,0,0,0,15.0,2.1972,1
C0186,1,1,0.9996,고위험,Risk,10.0,0.0,0.0,62.36,0.5,2.0,1,0,0,23.0,0.0,2
C0187,0,0,0.0007,안전,Platinum,0.7143,4.6154,1.4286,24.07,0.0,0.6667,0,0,0,13.0,2.0794,5
C0188,0,0,0.0186,안전,VIP,30.0,3.6364,40.0,32.9,0.0,0.5,0,1,0,17.0,0.0,1
C0189,0,0,0.0961,안전,Platinum,0.5,0.4286,0.25,49.92,0.6667,1.3333,0,0,0,19.0,1.6094,3
C0190,0,0,0.2054,관심,Gold,0.25,0.8182,0.375,66.28,0.3333,1.6667,1,0,0,13.0,2.1972,3
C0191,0,0,0.3354,관심,Gold,0.0909,0.0,0.0,84.3,0.5,1.0,1,0,0,12.0,2.4849,9
C0192,0,0,1e-04,안전,Platinum,0.04,0.2963,0.16,65.74,0.5,1.5,0,0,0,20.0,3.2581,9
C0193,0,0,0.0042,안전,Platinum,0.1818,1.0714,0.4545,62.82,0.3333,0.6667,0,1,0,17.0,2.4849,9
C0194,1,1,0.9954,고위험,Risk,0.25,0.0,0.0,59.39,0.5,2.0,1,0,0,14.0,1.6094,2
C0195,0,0,0.0008,안전,Platinum,0.0588,0.2105,0.1176,78.72,0.5,0.5,1,0,0,11.0,2.8904,5
C0196,1,1,0.7182,주의,Silver,0.25,0.0,0.0,59.52,0.5,1.5,0,0,0,12.0,1.6094,2
C0197,0,0,0.0023,안전,Platinum,0.2857,0.3,0.1429,40.48,0.0,0.3333,0,1,0,14.0,2.0794,1
C0198,0,0,0.0007,안전,Platinum,0.0667,0.2353,0.1333,72.78,0.5,1.5,0,0,0,11.0,2.7726,3
C0199,0,0,0.0181,안전,Platinum,2.0,1.5,2.0,42.35,0.0,0.3333,0,1,0,15.0,0.6931,2
C0200,0,0,0.0301,안전,Platinum,0.6667,5.0,3.3333,68.29,0.3333,1.6667,0,0,0,14.0,1.3863,3
C0201,1,1,0.8761,위험,Risk,0.5,0.4286,0.25,48.39,0.6667,1.6667,0,0,0,15.0,1.6094,5
C0202,0,0,0.0132,안전,Platinum,0.1538,0.75,0.3077,80.0,0.3333,0.3333,0,1,0,14.0,2.6391,4
C0203,0,0,0.0032,안전,Platinum,0.3333,0.8,0.6667,80.59,0.0,1.5,0,0,0,13.0,1.3863,2
C0204,0,1,0.5106,주의,Silver,2.0,0.75,1.0,48.76,0.6667,1.3333,0,0,0,22.0,0.6931,3
C0205,0,0,0.0009,안전,Platinum,0.1053,0.2727,0.1053,80.0,0.3333,0.3333,0,1,0,14.0,2.9957,10
C0206,0,0,0.0,안전,Platinum,0.037,0.2759,0.1481,72.2,0.0,2.5,1,0,0,19.0,3.3322,7
C0207,0,0,0.0121,안전,Platinum,0.1111,0.1429,0.0556,49.3,0.6667,1.0,0,0,0,14.0,2.9444,4
C0208,0,0,0.0003,안전,Platinum,0.0769,0.1034,0.0385,80.0,0.3333,0.6667,0,1,0,23.0,3.2958,5
C0209,1,1,0.9957,고위험,Risk,2.0,0.75,1.0,50.2,0.6667,1.6667,0,0,0,12.0,0.6931,9
C0210,0,0,0.008,안전,Platinum,1.25,3.0,1.25,31.8,0.6667,0.5,0,0,0,12.0,1.6094,2
C0211,0,0,0.0012,안전,Platinum,0.1333,0.1667,0.0667,80.0,0.3333,0.6667,1,0,0,19.0,2.7726,5
C0212,0,0,0.0069,안전,Platinum,0.7778,3.2941,0.7778,18.11,0.25,0.5,0,0,0,12.0,2.3026,5
C0213,0,0,0.0072,안전,Platinum,0.2857,1.5,0.7143,60.02,0.6667,0.3333,0,1,0,15.0,2.0794,3
